channel,energy_ev,abacus_minus_cohp,lobster_minus_pcohp,lobster_scaled_minus_pcohp
C-O_total,-5.430080,2.9359612155e-03,-6.3005220427e-02,-1.2048761876e-03
C-O_total,-5.380080,3.0536930269e-03,-6.5571843575e-02,-1.2539588365e-03
C-O_total,-5.330080,3.2927061430e-03,-6.4668037104e-02,-1.2366749529e-03
C-O_total,-5.280080,3.6555798389e-03,-5.5602609737e-02,-1.0633128491e-03
C-O_total,-5.230080,4.1290127218e-03,-3.5731352483e-02,-6.8330616838e-04
C-O_total,-5.180080,4.6797426655e-03,-6.0897007182e-03,-1.1645599103e-04
C-O_total,-5.130080,5.2545427130e-03,2.8749046479e-02,5.4978049889e-04
C-O_total,-5.080080,5.7857960249e-03,6.2413683160e-02,1.1935639636e-03
C-O_total,-5.030080,6.2023472545e-03,8.8810915619e-02,1.6983697018e-03
C-O_total,-4.980080,6.4432506389e-03,1.0369933759e-01,1.9830874598e-03
C-O_total,-4.930080,6.4705886543e-03,1.0535494115e-01,2.0147482856e-03
C-O_total,-4.880080,6.2774607703e-03,9.4346145251e-02,1.8042223015e-03
C-O_total,-4.830080,5.8886965660e-03,7.2956784361e-02,1.3951842657e-03
C-O_total,-4.780080,5.3542650943e-03,4.4466319569e-02,8.5034873675e-04
C-O_total,-4.730080,4.7377024611e-03,1.2604940144e-02,2.4104974353e-04
C-O_total,-4.680080,4.1031856668e-03,-1.8834502294e-02,-3.6018036546e-04
C-O_total,-4.630080,3.5047033327e-03,-4.6695670391e-02,-8.9298158052e-04
C-O_total,-4.580080,2.9793942239e-03,-6.9323798125e-02,-1.3257090925e-03
C-O_total,-4.530080,2.5453440481e-03,-8.7235865922e-02,-1.6682493425e-03
C-O_total,-4.480080,2.2028116068e-03,-1.0296467983e-01,-1.9690382805e-03
C-O_total,-4.430080,1.9374586950e-03,-1.1993841979e-01,-2.2936344799e-03
C-O_total,-4.380080,1.7245451682e-03,-1.4088747058e-01,-2.6942522743e-03
C-O_total,-4.330080,1.5336545848e-03,-1.6657731045e-01,-3.1855302370e-03
C-O_total,-4.280080,1.3337727274e-03,-1.9556835627e-01,-3.7399385944e-03
C-O_total,-4.230080,1.0982843053e-03,-2.2511382482e-01,-4.3049494183e-03
C-O_total,-4.180080,8.0899472024e-04,-2.5276383603e-01,-4.8337125884e-03
C-O_total,-4.130080,4.5813479228e-04,-2.7770640862e-01,-5.3107002344e-03
C-O_total,-4.080080,4.7757171397e-05,-3.0080512268e-01,-5.7524269730e-03
C-O_total,-4.030080,-4.1317587589e-04,-3.2339909617e-01,-6.1845013385e-03
C-O_total,-3.980080,-9.1286669871e-04,-3.4589657491e-01,-6.6147303930e-03
C-O_total,-3.930080,-1.4404206600e-03,-3.6749545781e-01,-7.0277752092e-03
C-O_total,-3.880080,-1.9880218324e-03,-3.8739589186e-01,-7.4083398504e-03
C-O_total,-3.830080,-2.5509974888e-03,-4.0638206862e-01,-7.7714207526e-03
C-O_total,-3.780080,-3.1259725114e-03,-4.2766584996e-01,-8.1784397447e-03
C-O_total,-3.730080,-3.7079077626e-03,-4.5615103132e-01,-8.7231742363e-03
C-O_total,-3.680080,-4.2871805736e-03,-4.9626325419e-01,-9.4902576914e-03
C-O_total,-3.630080,-4.8479669432e-03,-5.4922570916e-01,-1.0503081714e-02
C-O_total,-3.580080,-5.3689297485e-03,-6.1120531125e-01,-1.1688344557e-02
C-O_total,-3.530080,-5.8265211447e-03,-6.7355848993e-01,-1.2880751467e-02
C-O_total,-3.480080,-6.2001825726e-03,-7.2561711891e-01,-1.3876291234e-02
C-O_total,-3.430080,-6.4777713753e-03,-7.5895782565e-01,-1.4513880046e-02
C-O_total,-3.380080,-6.6591813506e-03,-7.7095152434e-01,-1.4743240753e-02
C-O_total,-3.330080,-6.7566587582e-03,-7.6557030521e-01,-1.4640333363e-02
C-O_total,-3.280080,-6.7915730283e-03,-7.5095771947e-01,-1.4360890541e-02
C-O_total,-3.230080,-6.7887907478e-03,-7.3506684620e-01,-1.4057002472e-02
C-O_total,-3.180080,-6.7706592044e-03,-7.2181211251e-01,-1.3803526444e-02
C-O_total,-3.130080,-6.7525854374e-03,-7.0973847366e-01,-1.3572637006e-02
C-O_total,-3.080080,-6.7414240068e-03,-6.9376061041e-01,-1.3267085389e-02
C-O_total,-3.030080,-6.7368043182e-03,-6.6877458899e-01,-1.2789266852e-02
C-O_total,-2.980080,-6.7345876831e-03,-6.3293607820e-01,-1.2103911449e-02
C-O_total,-2.930080,-6.7310834672e-03,-5.8885006385e-01,-1.1260835454e-02
C-O_total,-2.880080,-6.7264935650e-03,-5.4230938560e-01,-1.0370817856e-02
C-O_total,-2.830080,-6.7262492331e-03,-4.9977458101e-01,-9.5574063187e-03
C-O_total,-2.780080,-6.7394635375e-03,-4.6632089168e-01,-8.9176568919e-03
C-O_total,-2.730080,-6.7746659579e-03,-4.4479925978e-01,-8.5060893801e-03
C-O_total,-2.680080,-6.8341631940e-03,-4.3595404947e-01,-8.3369385828e-03
C-O_total,-2.630080,-6.9093409120e-03,-4.3860805267e-01,-8.3876922384e-03
C-O_total,-2.580080,-6.9793817542e-03,-4.4967421305e-01,-8.5993152282e-03
C-O_total,-2.530080,-7.0148414385e-03,-4.6422785515e-01,-8.8776308454e-03
C-O_total,-2.480080,-6.9855200185e-03,-4.7617825853e-01,-9.1061635982e-03
C-O_total,-2.430080,-6.8699758752e-03,-4.7992886273e-01,-9.1778880309e-03
C-O_total,-2.380080,-6.6629845223e-03,-4.7245924995e-01,-9.0350433824e-03
C-O_total,-2.330080,-6.3779263182e-03,-4.5474275284e-01,-8.6962431155e-03
C-O_total,-2.280080,-6.0432445393e-03,-4.3139420591e-01,-8.2497387144e-03
C-O_total,-2.230080,-5.6946445767e-03,-4.0845928187e-01,-7.8111442034e-03
C-O_total,-2.180080,-5.3662965420e-03,-3.9043493017e-01,-7.4664566996e-03
C-O_total,-2.130080,-5.0842250629e-03,-3.7837435268e-01,-7.2358170395e-03
C-O_total,-2.080080,-4.8635629127e-03,-3.7011266560e-01,-7.0778252102e-03
C-O_total,-2.030080,-4.7093904310e-03,-3.6209588071e-01,-6.9245167517e-03
C-O_total,-1.980080,-4.6195409059e-03,-3.5149226656e-01,-6.7217392342e-03
C-O_total,-1.930080,-4.5875481339e-03,-3.3732138839e-01,-6.4507433778e-03
C-O_total,-1.880080,-4.6046441407e-03,-3.2047003192e-01,-6.1284875711e-03
C-O_total,-1.830080,-4.6607248392e-03,-3.0315024736e-01,-5.7972738105e-03
C-O_total,-1.780080,-4.7448487750e-03,-2.8812029330e-01,-5.5098494728e-03
C-O_total,-1.730080,-4.8458486771e-03,-2.7788358867e-01,-5.3140885254e-03
C-O_total,-1.680080,-4.9531852982e-03,-2.7395290104e-01,-5.2389202791e-03
C-O_total,-1.630080,-5.0576840549e-03,-2.7643652902e-01,-5.2864157755e-03
C-O_total,-1.580080,-5.1516642820e-03,-2.8433498504e-01,-5.4374613794e-03
C-O_total,-1.530080,-5.2283220021e-03,-2.9623709497e-01,-5.6650705957e-03
C-O_total,-1.480080,-5.2808260335e-03,-3.1065090764e-01,-5.9407121939e-03
C-O_total,-1.430080,-5.3019800204e-03,-3.2568061652e-01,-6.2281318428e-03
C-O_total,-1.380080,-5.2851236763e-03,-3.3856177738e-01,-6.4744638750e-03
C-O_total,-1.330080,-5.2262088832e-03,-3.4591990423e-01,-6.6151765298e-03
C-O_total,-1.280080,-5.1261303842e-03,-3.4503572511e-01,-6.5982679886e-03
C-O_total,-1.230080,-4.9920049365e-03,-3.3533107741e-01,-6.4126817968e-03
C-O_total,-1.180080,-4.8364878523e-03,-3.1886686216e-01,-6.0978294596e-03
C-O_total,-1.130080,-4.6751776717e-03,-2.9943916999e-01,-5.7263052666e-03
C-O_total,-1.080080,-4.5230877579e-03,-2.8083021544e-01,-5.3704381486e-03
C-O_total,-1.030080,-4.3915010489e-03,-2.6522609338e-01,-5.0720337469e-03
C-O_total,-0.980080,-4.2861478756e-03,-2.5259817076e-01,-4.8305444995e-03
C-O_total,-0.930080,-4.2069170062e-03,-2.4135345571e-01,-4.6155069311e-03
C-O_total,-0.880080,-4.1487541916e-03,-2.2976769001e-01,-4.3939473030e-03
C-O_total,-0.830080,-4.1032970319e-03,-2.1730671788e-01,-4.1556507223e-03
C-O_total,-0.780080,-4.0609871083e-03,-2.0502230999e-01,-3.9207306563e-03
C-O_total,-0.730080,-4.0135050406e-03,-1.9480970277e-01,-3.7254305341e-03
C-O_total,-0.680080,-3.9561664883e-03,-1.8821975459e-01,-3.5994080935e-03
C-O_total,-0.630080,-3.8895686501e-03,-1.8571823060e-01,-3.5515703641e-03
C-O_total,-0.580080,-3.8197167891e-03,-1.8672391061e-01,-3.5708024197e-03
C-O_total,-0.530080,-3.7563714244e-03,-1.9024576302e-01,-3.6381523324e-03
C-O_total,-0.480080,-3.7102597656e-03,-1.9538673583e-01,-3.7364653878e-03
C-O_total,-0.430080,-3.6905132652e-03,-2.0138442649e-01,-3.8511618305e-03
C-O_total,-0.380080,-3.7036690261e-03,-2.0734743017e-01,-3.9651949390e-03
C-O_total,-0.330080,-3.7547054942e-03,-2.1219914821e-01,-4.0579764499e-03
C-O_total,-0.280080,-3.8493411038e-03,-2.1506686353e-01,-4.1128170150e-03
C-O_total,-0.230080,-3.9959489587e-03,-2.1595590066e-01,-4.1298184581e-03
C-O_total,-0.180080,-4.2054646980e-03,-2.1606407821e-01,-4.1318871844e-03
C-O_total,-0.130080,-4.4885932816e-03,-2.1731525833e-01,-4.1558140450e-03
C-O_total,-0.080080,-4.8509577247e-03,-2.2147350559e-01,-4.2353340129e-03
C-O_total,-0.030080,-5.2878980891e-03,-2.2926360263e-01,-4.3843074212e-03
C-O_total,0.019920,-5.7809342236e-03,-2.4011569120e-01,-4.5918366230e-03
C-O_total,0.069920,-6.2973769760e-03,-2.5256016161e-01,-4.8298176342e-03
C-O_total,0.119920,-6.7935265438e-03,-2.6491046280e-01,-5.0659978063e-03
C-O_total,0.169920,-7.2208257802e-03,-2.7574201516e-01,-5.2731342854e-03
C-O_total,0.219920,-7.5336434610e-03,-2.8387922202e-01,-5.4287456254e-03
C-O_total,0.269920,-7.6971885977e-03,-2.8812188547e-01,-5.5098799208e-03
C-O_total,0.319920,-7.6942780557e-03,-2.8705091562e-01,-5.4893992992e-03
C-O_total,0.369920,-7.5300481679e-03,-2.7937675978e-01,-5.3426430848e-03
C-O_total,0.419920,-7.2340214432e-03,-2.6470810892e-01,-5.0621281052e-03
C-O_total,0.469920,-6.8591661836e-03,-2.4440852554e-01,-4.6739303580e-03
C-O_total,0.519920,-6.4777942308e-03,-2.2209430281e-01,-4.2472057878e-03
C-O_total,0.569920,-6.1744149200e-03,-2.0348179569e-01,-3.8912707324e-03
C-O_total,0.619920,-6.0360040402e-03,-1.9542544584e-01,-3.7372056561e-03
C-O_total,0.669920,-6.1404749690e-03,-2.0431454110e-01,-3.9071956845e-03
C-O_total,0.719920,-6.5443839477e-03,-2.3422700180e-01,-4.4792246586e-03
C-O_total,0.769920,-7.2711034996e-03,-2.8533415520e-01,-5.4565689442e-03
C-O_total,0.819920,-8.3010101574e-03,-3.5333090184e-01,-6.7569002549e-03
C-O_total,0.869920,-9.5657575142e-03,-4.3018949132e-01,-8.2267004343e-03
C-O_total,0.919920,-1.0949251821e-02,-5.0611695930e-01,-9.6786943727e-03
C-O_total,0.969920,-1.2297928743e-02,-5.7177040096e-01,-1.0934213645e-02
C-O_total,1.019920,-1.3441621137e-02,-6.1956066640e-01,-1.1848127642e-02
C-O_total,1.069920,-1.4223426808e-02,-6.4398503890e-01,-1.2315205522e-02
C-O_total,1.119920,-1.4533226542e-02,-6.4194901038e-01,-1.2276269665e-02
C-O_total,1.169920,-1.4336516638e-02,-6.1400364452e-01,-1.1741858300e-02
C-O_total,1.219920,-1.3689836606e-02,-5.6632866720e-01,-1.0830149007e-02
C-O_total,1.269920,-1.2737153310e-02,-5.1169712747e-01,-9.7854063516e-03
C-O_total,1.319920,-1.1687252659e-02,-4.6749706704e-01,-8.9401494040e-03
C-O_total,1.369920,-1.0778168503e-02,-4.5048867943e-01,-8.6148906226e-03
C-O_total,1.419920,-1.0238341958e-02,-4.7058803472e-01,-8.9992593210e-03
C-O_total,1.469920,-1.0254065649e-02,-5.2714500898e-01,-1.0080822897e-02
C-O_total,1.519920,-1.0949203252e-02,-6.1048683959e-01,-1.1674604912e-02
C-O_total,1.569920,-1.2378102235e-02,-7.0801633553e-01,-1.3539703811e-02
C-O_total,1.619920,-1.4528374618e-02,-8.1057380810e-01,-1.5500954890e-02
C-O_total,1.669920,-1.7328383694e-02,-9.1480441740e-01,-1.7494202089e-02
C-O_total,1.719920,-2.0655079944e-02,-1.0208066607e+00,-1.9521329015e-02
C-O_total,1.769920,-2.4340368620e-02,-1.1288285654e+00,-2.1587078803e-02
C-O_total,1.819920,-2.8177067518e-02,-1.2389349571e+00,-2.3692691140e-02
C-O_total,1.869920,-3.1927493545e-02,-1.3534518755e+00,-2.5882647895e-02
C-O_total,1.919920,-3.5338136935e-02,-1.4791161560e+00,-2.8285780495e-02
C-O_total,1.969920,-3.8162790773e-02,-1.6248343815e+00,-3.1072413393e-02
C-O_total,2.019920,-4.0194537003e-02,-1.7942846140e+00,-3.4312883766e-02
C-O_total,2.069920,-4.1304915441e-02,-1.9755165563e+00,-3.7778660891e-02
C-O_total,2.119920,-4.1486673659e-02,-2.1347080511e+00,-4.0822948968e-02
C-O_total,2.169920,-4.0894180267e-02,-2.2216682582e+00,-4.2485926767e-02
C-O_total,2.219920,-3.9872219487e-02,-2.1904290525e+00,-4.1888525872e-02
C-O_total,2.269920,-3.8960047601e-02,-2.0265587709e+00,-3.8754763325e-02
C-O_total,2.319920,-3.8855954429e-02,-1.7650592101e+00,-3.3753993677e-02
C-O_total,2.369920,-4.0331966837e-02,-1.4863440973e+00,-2.8424003556e-02
C-O_total,2.419920,-4.4101052695e-02,-1.2908325499e+00,-2.4685151341e-02
C-O_total,2.469920,-5.0658249020e-02,-1.2655767504e+00,-2.4202173722e-02
C-O_total,2.519920,-6.0135640433e-02,-1.4563094972e+00,-2.7849638856e-02
C-O_total,2.569920,-7.2219590992e-02,-1.8533362358e+00,-3.5442153570e-02
C-O_total,2.619920,-8.6169503452e-02,-2.3933993216e+00,-4.5770014461e-02
C-O_total,2.669920,-1.0094941046e-01,-2.9784767265e+00,-5.6958703720e-02
C-O_total,2.719920,-1.1544444374e-01,-3.5079669633e+00,-6.7084375426e-02
C-O_total,2.769920,-1.2869888108e-01,-3.9172788829e+00,-7.4911824992e-02
C-O_total,2.819920,-1.4009843981e-01,-4.2051925299e+00,-8.0417722678e-02
C-O_total,2.869920,-1.4943760176e-01,-4.4339926750e+00,-8.4793167200e-02
C-O_total,2.919920,-1.5685899291e-01,-4.6933869154e+00,-8.9753675889e-02
C-O_total,2.969920,-1.6270546161e-01,-5.0419016776e+00,-9.6418475016e-02
C-O_total,3.019920,-1.6735793196e-01,-5.4580577893e+00,-1.0437680904e-01
C-O_total,3.069920,-1.7112412457e-01,-5.8386632077e+00,-1.1165529171e-01
C-O_total,3.119920,-1.7419987031e-01,-6.0540970750e+00,-1.1577512710e-01
C-O_total,3.169920,-1.7667535245e-01,-6.0304068342e+00,-1.1532208834e-01
C-O_total,3.219920,-1.7853823311e-01,-5.8000245881e+00,-1.1091638861e-01
C-O_total,3.269920,-1.7964887687e-01,-5.4816654908e+00,-1.0482826936e-01
C-O_total,3.319920,-1.7971068264e-01,-5.2017613325e+00,-9.9475540608e-02
C-O_total,3.369920,-1.7829048668e-01,-5.0150355626e+00,-9.5904702633e-02
C-O_total,3.419920,-1.7492937617e-01,-4.8821820886e+00,-9.3364087962e-02
C-O_total,3.469920,-1.6932762916e-01,-4.7173847486e+00,-9.0212596874e-02
C-O_total,3.519920,-1.6152761321e-01,-4.4641347676e+00,-8.5369587524e-02
C-O_total,3.569920,-1.5199990361e-01,-4.1412055866e+00,-7.9194072577e-02
C-O_total,3.619920,-1.4157740622e-01,-3.8288589168e+00,-7.3220931587e-02
C-O_total,3.669920,-1.3125634477e-01,-3.6155876197e+00,-6.9142451969e-02
C-O_total,3.719920,-1.2194544391e-01,-3.5501898564e+00,-6.7891822144e-02
C-O_total,3.769920,-1.1425987556e-01,-3.6315144134e+00,-6.9447026960e-02
C-O_total,3.819920,-1.0842228363e-01,-3.8291518173e+00,-7.3226532850e-02
C-O_total,3.869920,-1.0427749914e-01,-4.1033200259e+00,-7.8469570550e-02
C-O_total,3.919920,-1.0138523726e-01,-4.4023547437e+00,-8.4188141301e-02
C-O_total,3.969920,-9.9143856381e-02,-4.6489190126e+00,-8.8903296875e-02
C-O_total,4.019920,-9.6911705944e-02,-4.7473746628e+00,-9.0786107025e-02
C-O_total,4.069920,-9.4111527933e-02,-4.6248056214e+00,-8.8442166025e-02
C-O_total,4.119920,-9.0313303293e-02,-4.2810604389e+00,-8.1868577645e-02
C-O_total,4.169920,-8.5290829947e-02,-3.8044372571e+00,-7.2753905585e-02
C-O_total,4.219920,-7.9045367149e-02,-3.3374844214e+00,-6.3824163753e-02
C-O_total,4.269920,-7.1792892577e-02,-3.0169481688e+00,-5.7694409814e-02
C-O_total,4.319920,-6.3919518894e-02,-2.9312101397e+00,-5.6054804256e-02
C-O_total,4.369920,-5.5916751459e-02,-3.1120287133e+00,-5.9512676353e-02
C-O_total,4.419920,-4.8309974142e-02,-3.5457936872e+00,-6.7807752291e-02
C-O_total,4.469920,-4.1590229211e-02,-4.1787783064e+00,-7.9912592012e-02
C-O_total,4.519920,-3.6154945214e-02,-4.9125092817e+00,-9.3944048045e-02
C-O_total,4.569920,-3.2261102879e-02,-5.6133683124e+00,-1.0734687961e-01
C-O_total,4.619920,-2.9994646848e-02,-6.1537601696e+00,-1.1768102774e-01
C-O_total,4.669920,-2.9260666203e-02,-6.4737928207e+00,-1.2380115108e-01
C-O_total,4.719920,-2.9797961064e-02,-6.6184133360e+00,-1.2656679199e-01
C-O_total,4.769920,-3.1218575778e-02,-6.7155682406e+00,-1.2842472742e-01
C-O_total,4.819920,-3.3068404276e-02,-6.8988969958e+00,-1.3193060281e-01
C-O_total,4.869920,-3.4900022867e-02,-7.2219633041e+00,-1.3810874010e-01
C-O_total,4.919920,-3.6344456605e-02,-7.6182873030e+00,-1.4568781602e-01
C-O_total,4.969920,-3.7166088488e-02,-7.9326083061e+00,-1.5169871304e-01
C-O_total,5.019920,-3.7286409080e-02,-8.0037453920e+00,-1.5305909842e-01
C-O_total,5.069920,-3.6769311648e-02,-7.7477205587e+00,-1.4816302437e-01
C-O_total,5.119920,-3.5772393602e-02,-7.1944277738e+00,-1.3758216620e-01
C-O_total,5.169920,-3.4481190391e-02,-6.4616157402e+00,-1.2356828349e-01
C-O_total,5.219920,-3.3050402909e-02,-5.6857190744e+00,-1.0873047464e-01
C-O_total,5.269920,-3.1573277544e-02,-4.9574227135e+00,-9.4802947103e-02
C-O_total,5.319920,-3.0087412931e-02,-4.3017641213e+00,-8.2264503152e-02
C-O_total,5.369920,-2.8608153243e-02,-3.7162310196e+00,-7.1067099404e-02
C-O_total,5.419920,-2.7168106159e-02,-3.2303878456e+00,-6.1776109432e-02
C-O_total,5.469920,-2.5839867320e-02,-2.9336929170e+00,-5.6102283485e-02
C-O_total,5.519920,-2.4729301861e-02,-2.9347859286e+00,-5.6123185620e-02
C-O_total,5.569920,-2.3942823131e-02,-3.2727440116e+00,-6.2586104785e-02
C-O_total,5.619920,-2.3545247481e-02,-3.8433631844e+00,-7.3498302994e-02
C-O_total,5.669920,-2.3528465729e-02,-4.4046623160e+00,-8.4232270008e-02
C-O_total,5.719920,-2.3804479174e-02,-4.6765626137e+00,-8.9431937463e-02
C-O_total,5.769920,-2.4223963079e-02,-4.4808448195e+00,-8.5689141101e-02
C-O_total,5.819920,-2.4610528718e-02,-3.8296646768e+00,-7.3236340485e-02
C-O_total,5.869920,-2.4796696409e-02,-2.9049811370e+00,-5.5553215650e-02
C-O_total,5.919920,-2.4651260093e-02,-1.9516782362e+00,-3.7322790346e-02
C-O_total,5.969920,-2.4095591700e-02,-1.1600523639e+00,-2.2184185058e-02
C-O_total,6.019920,-2.3112738487e-02,-6.0981458898e-01,-1.1661749172e-02
C-O_total,6.069920,-2.1753788051e-02,-2.8337552164e-01,-5.4191131443e-03
C-O_total,6.119920,-2.0141197448e-02,-1.1641259976e-01,-2.2262086925e-03
C-O_total,6.169920,-1.8463080813e-02,-4.2261536006e-02,-8.0818570334e-04
C-O_total,6.219920,-1.6951222137e-02,-1.3554636871e-02,-2.5921120642e-04
C-O_total,6.269920,-1.5841059256e-02,-3.8382645123e-03,-7.3400798873e-05
C-O_total,6.319920,-1.5321316607e-02,-9.5407821229e-04,-1.8245251922e-05
C-O_total,6.369920,-1.5488494021e-02,-2.0560143626e-04,-3.9318055395e-06
C-O_total,6.419920,-1.6322207854e-02,-3.6904049471e-05,-7.0573216207e-07
C-O_total,6.469920,-1.7690749970e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.519920,-1.9385652798e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.569920,-2.1174519244e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.619920,-2.2856558685e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.669920,-2.4306320412e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.719920,-2.5497094425e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.769920,-2.6504010258e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.819920,-2.7494549755e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.869920,-2.8717075667e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.919920,-3.0493608195e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,6.969920,-3.3213011642e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.019920,-3.7311270364e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.069920,-4.3224525532e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.119920,-5.1311572613e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.169920,-6.1760535651e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.219920,-7.4507757647e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.269920,-8.9195633499e-02,0.0000000000e+00,0.0000000000e+00
C-O_total,7.319920,-1.0518067059e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.369920,-1.2158533433e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.419920,-1.3738079633e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.469920,-1.5149496141e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.519920,-1.6294845404e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.569920,-1.7101391609e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.619920,-1.7536807007e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.669920,-1.7617999316e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.719920,-1.7408041898e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.769920,-1.6999814715e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.819920,-1.6491345932e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.869920,-1.5962639499e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.919920,-1.5463706605e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,7.969920,-1.5018234845e-01,0.0000000000e+00,0.0000000000e+00
C-O_total,8.019920,-1.4639643724e-01,0.0000000000e+00,0.0000000000e+00
